ISIN,Security Name,BSE,NSE,Alias name
INE599F01020,FOSECO CRUCIBLE INDIA LIMITED,523160,,
INE519A01011,Foseco India Limited,500150,FOSECOIND,
INE617C01027,Foundry Fuel Products Ltd.,513579,,
INE212S01015,Fractal Analytics Limited,544700,FRACTAL,
INE1W3Q01011,Fractal Industries Limited,544707,,
INE789R01022,Franklin Industries Limited,540190,,
INE399S01010,Franklin Leasing and Finance Limited,539839,,
INE184Q01010,Fraser And Company Limited,539032,,
INE401Z01019,Fratelli Vineyards Limited,541741,,
INE194R01017,Fredun Pharmaceuticals Limited,539730,,
INE977E01013,Frontier Capital Limited,508980,,
INE572D01014,Frontier Springs Limited,522195,FRONTSP,
INE092D01013,Frontline Corporation Limited,532042,,
INE776R01011,Frontline Financial Services Ltd.,531685,,
INE836C01015,Fruition Venture Limited,538568,,
INE388Y01029,FSN E-Commerce Ventures Limited,543384,NYKAA,
INE12UR01024,Fujiyama Power Systems Limited,544613,UTLSOLAR,
INE365H01014,FUNDVISER CAPITAL (INDIA) LIMITED,530197,,
INE139R01012,Fusion Finance Limited,543652,FUSION,
INE623B01027,Future Enterprises Limited,523574,FEL,
IN9623B01058,Future Enterprises Limited,570002,FELDVR,
INE452O01016,Future Lifestyle Fashions Limited,536507,FLFL,
INE360L01017,Future Market Networks Limited,533296,FMNL,
INE425D01015,Futuristic Securities Ltd,523113,,
INE241F01011,Futuristic Solutions Ltd.,534063,,
INE455H01021,FYNX CAPITAL LIMITED,507962,,
INE0E2801015,G M Polyplast Limited,543239,,
INE201P01022,G R Infraprojects Limited,543317,GRINFRA,
INE586X01012,G-TEC JAINX EDUCATION LIMITED,,GTECJAINX,
INE631D01026,G. G. Dandekar Properties Limited,505250,,
INE05QJ01015,G. K. P. Printing & Packaging Limited,542666,,
INE493B01017,G.G.Automotive Gears Ltd.,531399,,
INE131D01019,G.k.Consultants Ltd.,531758,,
INE736H01024,G.S. Auto International Ltd.,513059,,
IN9736H01014,G.S. Auto International Ltd.,890238,,
INE1H1501013,Gabion Technologies India Limited,544675,,
INE524A01029,Gabriel India Limited,505714,GABRIEL,
INE0QZF01012,Gabriel Pet Straps Limited,544108,,
INE224E01028,GACM Technologies Limited,531723,GATECH,
INE224E01036,GACM Technologies Limited,570005,GATECHDVR,
INE837X01027,Gaekwar Mills Ltd.,502850,,
INE076D01016,Gagan Gases Ltd.,524624,,
INE129A01019,GAIL (India) Limited,532155,GAIL,
INE868G01019,Gajanan Securities Services Ltd.,538609,,
INE480S01026,Gala Global Products Limited,539228,,
INE0RE001014,Gala Precision Engineering Limited,544244,GALAPREC,
INE906Y01028,Galactico Corporate Services Limited,542802,,
INE243E01010,Galada Finance Limited,538881,,
INE255C01026,Galada Power & Communication Ltd.,504697,,
INE803L01016,Galaxy Agrico Exports Ltd.,531911,,
INE020S01012,Galaxy Bearings Ltd.,526073,,
INE403B01016,GALAXY SUPERMARKET LIMITED,506186,,
INE600K01018,Galaxy Surfactants Limited,540935,GALAXYSURF,
INE297H01019,Gallantt Ispat Limited,532726,GALLANTT,
INE0BUQ01012,Gallard Steel Limited,544616,,
INE755J01012,Gallops Enterprise  Limited,531902,,
INE890S01026,GAMCO LIMITED,540097,,
INE1GUJ01014,GAME CHANGERS TEXFAB LIMITED,544594,,
INE717W01049,Gandhar Oil Refinery (India) Limited,544029,GANDHAR,
INE524B01027,Gandhi Special Tubes Limited,513108,GANDHITUBE,
INE388A01029,Ganesh Benzoplast Limited,500153,GANESHBE,
INE652V01016,Ganesh Consumer Products Limited,544528,GANESHCP,
INE460C01014,GANESH HOUSING LIMITED,526367,GANESHHOU,
INE845D01014,Ganesha Ecosphere Limited,514167,GANECOS,
INE369Q01017,GANESHA ECOVERSE LIMITED,539041,,
INE691Z01023,Ganga Forging Limited,,GANGAFORGE,
INE278O01015,Ganga Papers India Ltd,531813,,
INE615T01017,Ganga Pharmaceuticals Limited,539680,,
INE335W01016,Ganges Securities Limited,540647,GANGESSECU,
INE162L01017,Ganon Products Limited,512443,,
INE721C01019,Garbi Finvest Limited,539492,,
INE382Z01011,Garden Reach Shipbuilders & Engineers Limited,542011,GRSE,
INE194E01015,Garg Furnace Ltd.,530615,,
INE653S01028,GARMENT MANTRA LIFESTYLE LIMITED,539216,,
INE797D01017,Garnet Construction Ltd.,526727,,
INE590B01010,Garnet International Limited,512493,,
INE0JVO01026,Garuda Construction and Engineering Limited,544271,GARUDA,
INE291A01017,Garware Hi-Tech Films Limited,500655,GRWRHITECH,
INE925D01014,Garware Marine Industries Ltd.,509563,,
INE446C01013,GARWARE OFFSHORE SERVICES LIMITED,501848,,
INE340D01016,Garware Synthetics Ltd.,514400,,
INE276A01018,Garware Technical Fibres Limited,509557,GARFIBRES,
INE079J01017,Gateway Distriparks Limited,543489,GATEWAY,
INE0P8B01020,Gaudium IVF and Women Health Limited,544709,GAUDIUMIVF,
INE721X01023,Gautam Exim Limited,540613,,
INE063Z01017,Gautam Gems Limited,540936,,
INE052E01015,Gayatri BioOrganics Ltd,524564,,
INE287Z01012,Gayatri Highways Limited,541546,GAYAHWS,
INE336H01023,Gayatri Projects Limited,532767,GAYAPROJ,
INE622E01023,Gayatri Sugars Ltd.,532183,,
INE0RWU01016,GB Logistics Commerce Limited,544348,,
INE191P01017,GCM Capital Advisors Limited,538319,,
INE200P01016,GCM Commodity & Derivatives Limited,535917,,
INE168O01026,GCM Securities Limited,535431,,
INE0QHY01011,Gconnect Logitech and Supply Chain Limited,544156,,
INE545E01018,GDL Leasing & Finance ltd.,530855,,
INE878A01011,GE Power India Limited,532309,GVPIL,
INE200A01026,GE Vernova T&D India Limited,522275,GVT&D,
INE064H01021,GEE Ltd.,504028,,
INE916G01016,GeeCee Ventures Limited,532764,GEECEE,
INE669X01032,Geekay Wires Limited,,GEEKAYWIRE,
INE06XZ01023,Gem Aromatics Limited,544491,GEMAROMA,
INE0RUJ01013,GEM Enviro Management Limited,544199,,
INE165F01020,Gem Spinners India Ltd,521133,,
INE503D01027,Gemstone Investments Ltd.,531137,,
INE481Y01014,General Insurance Corporation of India,540755,GICRE,
INE854S01022,Generic Engineering Construction and Projects Limited,539407,GENCON,
INE727B01026,Genesys International Corporation Limited,506109,GENESYS,
INE509C01026,Gennex Laboratories Ltd,531739,,
INE574D01010,GENOMIC VALLEY BIOTECH LIMITED,539206,,
INE861N01036,GENPHARMASEC LIMITED,531592,,
INE949P01018,Genus Paper & Boards Limited,538961,GENUSPAPER,
INE955D01029,Genus Power Infrastructures Limited,530343,GENUSPOWER,
INE256D01014,GENUS PRIME INFRA LIMITED,532425,,
INE007B01023,Geojit Financial Services Limited,532285,GEOJITFSL,
INE0H1201020,Getalong Enterprise Limited,543372,,
INE538A01037,GFL Limited,500173,GFLLIMITED,
INE539A01019,GHCL Limited,500171,GHCL,
INE0PA801013,GHCL Textiles Limited,543918,GHCLTEXTIL,
INE009U01011,Ghushine Fintrrade Ocean Limited,539864,,
INE809Q01020,GHV INFRA PROJECTS LIMITED,505504,,
INE063601012,Gian Life Care Limited,542918,,
INE289B01019,GIC Housing Finance Limited,511676,GICHSGFIN,
INE918C01029,Gilada Finance & Investments Ltd.,538788,,
INE047B01011,Gillanders Arbuthnot & Company Limited,532716,GILLANDERS,Gillanders Arbuthnot & Co. Ltd.
INE322A01010,Gillette India Limited,507815,GILLETTE,
INE548B01018,Gini Silk Mills Ltd.,531744,,
INE424C01010,Ginni Filaments Limited,590025,GINNIFILA,
INE776O01018,GITA RENEWABLE ENERGY LIMITED,539013,,
INE1AG301022,GK Energy Limited,544525,GKENERGY,
INE265D01015,GKB Ophthalmics Ltd.,533212,,
INE528A01020,GKW Limited,,GKWLIMITED,
INE03CM01014,GLAAM UP JWEL LIMITED,542477,,
INE580D01017,Glance Finance Ltd.,531199,,
INE068V01023,Gland Pharma Limited,543245,GLAND,
INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,500660,GLAXO,
INE0UMC01019,Glen Industries Limited,544444,,
INE935A01035,Glenmark Pharmaceuticals Limited,532296,GLENMARK,
INE741B01027,Glittek Granites Ltd.,513528,,
INE062C01042,Global Capital Markets Ltd.,530263,,
INE425H01016,GLOBAL DEFENCE INDUSTRIES LIMITED,512091,,
INE291W01037,Global Education Limited,,GLOBAL,
INE474Q01031,Global Health Limited,543654,MEDANTA,
INE0J2K01014,Global Longlife Hospital and Research Limited,543520,,
INE1ITY01011,Global Ocean Logistics India Limited,544665,,
INE0JSX01015,Global Surfaces Limited,543829,GSLSU,
INE792H01019,Global Vectra Helicorp Limited,532773,GLOBALVECT,
INE0URU01010,Globale Tessile Limited,544234,GLOBALE,
INE632W01016,GlobalSpace Technologies Limited,540654,,
INE0V3U01015,Globe Civil Projects Limited,544424,GLOBECIVIL,
INE804Q01013,Globe Commercials Limited,540266,,
INE581X01021,GLOBE ENTERPRISES (INDIA) LIMITED,,GLOBE,
INE947T01022,Globe International Carriers Limited,,GICL,
INE12P601017,Globtier Infotech limited,544494,,
INE064L01015,Globus Constructors & Developers Limited,526025,,
INE615I01010,Globus Spirits Limited,533104,GLOBUSSPR,
INE350Z01018,Gloster Limited,542351,GLOSTERLTD,
INE0TQE01026,Glottis Limited,544557,GLOTTIS,
INE075D01018,GM Breweries Limited,507488,GMBREW,G.M. Breweries Ltd.
INE541A01023,GMM Pfaudler Limited,505255,GMMPFAUDLR,
INE776C01039,GMR AIRPORTS LIMITED,532754,GMRAIRPORT,
INE0CU601026,GMR Power and Urban Infra Limited,543490,GMRP&UI,
INE934S01014,GNA Axles Limited,540124,GNA,G N A Axles Limited
INE18JU01028,GNG Electronics Limited,544455,EBGNG,
INE03JT01014,Go Digit General Insurance Limited,544179,GODIGIT,
INE0BJS01011,Go Fashion (India) Limited,543401,GOCOLORS,
INE426D01013,Goa Carbon Limited,509567,GOACARBON,
INE492Z01018,GOBLIN INDIA LIMITED,542850,,
INE077F01035,GOCL Corporation Limited,506480,GOCLCORP,
INE497S01012,Godavari Biorefineries Limited,544279,GODAVARIB,
INE362C01012,Godavari Drugs Ltd.,530317,,
INE177H01039,Godawari Power And Ispat limited,532734,GPIL,
INE260B01028,Godfrey Phillips India Limited,500163,GODFRYPHLP,
INE850D01014,Godrej Agrovet Limited,540743,GODREJAGRO,
INE102D01028,Godrej Consumer Products Limited,532424,GODREJCP,
INE233A01035,Godrej Industries Limited,500164,GODREJIND,
INE484J01027,Godrej Properties Limited,533150,GODREJPROP,
INE0ZOM01013,GOEL CONSTRUCTION COMPANY LIMITED,544504,,
INE0K6L01010,Goel Food Products Limited,543538,,
INE997C01015,Goenka Business & Finance Limited,538787,,
INE832C01014,GOGIA CAPITAL GROWTH LIMITED,531600,,
INE642I01014,GOKAK TEXTILES LTD.,532957,,
INE887G01027,Gokaldas Exports Limited,532630,GOKEX,
INE314T01033,Gokul Agro Resources Limited,539725,GOKULAGRO,
INE020J01029,Gokul Refoils and Solvent Limited,532980,GOKUL,
INE598F01014,Gold Rock Investments Ltd.,501111,,
INE222U01010,Golden Crest Education & Services Limited,540062,,
INE088E01019,Golden Legand Leasing & Finance Ltd,509024,,
INE973A01010,Golden Tobacco Limited,500151,GOLDENTOBC,
INE025B01025,Goldiam International Limited,526729,GOLDIAM,
INE1CLW01015,GOLDLINE PHARMACEUTICAL LIMITED,544759,,
INE427D01011,Golechha Global Finance Ltd.,531360,,
INE798D01015,Golkunda Diamonds & Jewellery Ltd.,523676,,
INE127I01024,Goodluck India Limited,530655,GOODLUCK,
INE300A01016,Goodricke Group Ltd.,500166,,
INE533A01012,Goodyear India Limited,500168,GOODYEAR,
INE0L9R01028,Gopal Snacks Limited,544140,GOPAL,
INE792J01015,Gorani Industries Ltd.,531608,,
INE538G01018,Gothi Plascon (India) Ltd.,531111,,
INE512D01028,GOURMET GATEWAY INDIA LIMITED,506134,,
INE225G01012,Gowra Leasing & Finance Ltd.,530709,,
INE705X01026,Goyal Aluminiums Limited,541152,GOYALALUM,
INE912B01032,Goyal Associates Ltd.,530663,,
INE586G01017,GP Petroleums Limited,532543,GULFPETRO,
INE486R01017,GPT Healthcare Limited,544131,GPTHEALTH,
INE390G01014,GPT Infraprojects Limited,533761,GPTINFRA,
INE361K01017,Gradiente Infotainment Limited,,GRADIENTE,
INE578R01011,GRAMEVA LIMITED,539120,,
INE926B01016,Grand Oak Canyons Distillery Limited,523862,GRANDOAK,
INE927M01029,Grandma Trading & Agencies Ltd.,504369,,
INE101D01020,Granules India Limited,532482,GRANULES,
INE371A01025,Graphite India Limited,509488,GRAPHITE,
INE047A01021,Grasim Industries Limited,500300,GRASIM,
INE915E01013,Gratex Industries Ltd.,526751,,
INE266D01021,Grauer & Weil India Limited,505710,GRAUWEIL,
INE214F01026,Graviss Hospitality Limited,509546,GRAVISSHO,
INE024L01027,Gravita India Limited,533282,GRAVITA,
INE995A01013,Gravity (India) Ltd.,532015,,
INE0U8P01015,GRE Renew Enertech Limited,544682,,
INE224A01026,Greaves Cotton Limited,501455,GREAVESCOT,
INE414C01045,Greencrest Financial Services Limited,531737,,
INE0S0701019,Greenhitech Ventures Limited,544163,,
INE544R01021,Greenlam Industries Limited,538979,GREENLAM,
INE08ZM01014,Greenpanel Industries Limited,542857,GREENPANEL,
INE461C01038,Greenply Industries Limited,526797,GREENPLY,
INE199P01028,Gretex Corporate Services Limited,543324,GCSL,
INE536A01023,Grindwell Norton Limited,506076,GRINDWELL,
INE192H01020,GRM Overseas Limited,531449,GRMOVER,
INE042B01012,GROARC INDUSTRIES INDIA LIMITED,532315,,
INE343C01012,Grovy India Limited,539522,,
INE451S01027,GROWINGTON VENTURES INDIA LIMITED,539222,,
INF666M01LM6,Groww Mutual Fund,544473,,
INF666M01OD9,Groww Mutual Fund,544721,,
INF666M01IO8,GROWW MUTUAL FUND  PERMITTED,590157,,
INF666M01JJ6,GROWW MUTUAL FUND  PERMITTED,590158,,
INE137I01015,GRP Limited,509152,GRPLTD,
INE777C01011,GSB Finance Ltd.,511543,,
INE721D01017,GSL Securities Ltd.,530469,,
INE713R01022,GSP Crop Science Limited,544733,GSPCROP,
INE871H01011,GSS Infotech Limited,532951,GSS,
INE221H01019,GTL Infrastructure Limited,532775,GTLINFRA,
INE043A01012,GTL Limited,500160,GTL,
INE537A01013,GTN Industries Limited,500170,,
INE302H01017,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),532744,,
INE869I01013,GTPL Hathway Limited,540602,GTPL,
INE959B01017,GTT DATA SOLUTIONS LIMITED,530457,,
INE910R01024,GTV Engineering Limited,539479,,
INE742B01025,Gufic Biosciences Limited,509079,GUFICBIO,
INE186A01019,Gujarat Alkalies and Chemicals Limited,530001,GUJALKALI,Gujarat Alkalis & Chemicals Ltd.
INE036B01030,Gujarat Ambuja Exports Limited,524226,GAEL,
INE826C01016,Gujarat Apollo Industries Limited,522217,GUJAPOLLO,
INE276I01011,Gujarat Containers Ltd.,513507,,
INE004C01028,Gujarat Cotex Ltd,514386,,
INE372D01019,Gujarat Craft Industries Ltd.,526965,,
INE034B01019,Gujarat Credit Corporation Ltd.,511441,,
INE09N301011,Gujarat Fluorochemicals Limited,542812,FLUOROCHEM,
INE844O01030,Gujarat Gas Limited,539336,GUJGASLTD,
INE621C01011,Gujarat Hotels Ltd.,507960,,
INE578V01013,Gujarat Hy-Spin Limited,540938,,
INE162A01010,Gujarat Industries Power Company Limited,517300,GIPCL,Gujarat Industries Power Co. Ltd
INE659F01014,Gujarat Inject (Kerala) Ltd.,524238,,
INE877E01015,Gujarat Intrux Limited,517372,,
INE373D01017,Gujarat Investa Ltd.,531341,,
INE0V0W01025,Gujarat Kidney And Super Speciality Limited,544666,GKSL,
INE540A01017,Gujarat Lease Financing Limited,500174,GLFL,
INE131A01031,Gujarat Mineral Development Corporation Limited,532181,GMDCLTD,Gujarat Mineral Development Corpora
INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited,500670,GNFC,Gujarat Narmada Valley Fert.Co.Ltd
INE207H01018,Gujarat Natural Resources Limited,513536,GNRL,
INE0SIK01014,GUJARAT PEANUT AND AGRI PRODUCTS LIMITED,544548,,
INE636P01011,Gujarat Petrosynthese Ltd.,506858,,
INE517F01014,Gujarat Pipavav Port Limited,533248,GPPL,
INE541F01022,Gujarat Poly Electronics Limited,517288,,
INE610B01024,Gujarat Raffia Industries Limited,523836,GUJRAFFIA,Gujarat Raffia Ind. Ltd.
INE026A01025,Gujarat State Fertilizers & Chemicals Limited,500690,GSFC,Gujarat State Fertilizers & Chem.Ltd
INE944A01011,Gujarat State Financial corporation,532160,,
INE499G01013,Gujarat Terce Laboratories Ltd,524314,,
INE942C01045,Gujarat Themis Biosyn Limited,506879,GUJTHEM,
INE145J01032,Gujarat Toolroom Ltd.,513337,,
INE173V01013,Gujarat Winding Systems Limited,541627,,
INE311N01016,GUJJUBHAI INDUSTRIES LIMITED,532070,,
INE635Q01029,Gulf Oil Lubricants India Limited,538567,GULFOILLUB,
INE255D01024,Gulshan Polyols Limited,532457,GULPOLY,
INE986W01016,GURU KRUPA GEMS AND JEWELLERY LIMITED,540545,,
INE251H01024,GVK Power & Infrastructure Limited,532708,GVKPIL,
INE382T01030,GVP Infotech Limited,,GVPTECH,
INE487G01018,Gyan Developers & Builders Ltd.,530141,,
INE724A01017,GYFTR LIMITED,507912,,
INE926X01010,H.G. Infra Engineering Limited,541019,HGINFRA,
INE0DZD01015,H.M. ELECTRO MECH LIMITED,544349,,
INE950C01014,H.P. Cotton Textile Mills Ltd.,502873,,
INE731B01010,H.S.India Ltd.,532145,,
INE115S01010,Halder Venture Limited,539854,HALDER,
INE506D01020,Haldyn Glass Limited,515147,HALDYNGL,
INE320X01016,HALEOS LABS LIMITED,540679,HALEOSLABS,
INE0QBD01018,HAMPS BIO LIMITED,544312,,
INE299D01022,HAMPTON SKY REALTY LIMITED,526407,,
INE596H01014,HandsOn Global Management (HGM) Limited,532761,HGM,
INE982Q01017,HANMAN FIT LIMITED,538731,,
INE0JVH01012,Hannah Joseph Hospital Limited,544687,,
INE419U01012,Happiest Minds Technologies Limited,543227,HAPPSTMNDS,
INE330T01021,Happy Forgings Limited,544057,HAPPYFORGE,
INE722D01015,Hardcastle & Waud Mfg. Co. Ltd.,509597,,
INE626Z01029,Hardwyn India Limited,541276,HARDWYN,
INE493N01012,Haria Apparels Limited,538081,,
INE772B01014,Haria Exports Ltd.,512604,,
INE1UYW01010,HARIKANTA OVERSEAS LIMITED,544769,,
INE00EV01017,Hariom Pipe Industries Limited,543517,HARIOMPIPE,
INE01K301012,Harish Textile Engineers Limited,542682,,
INE400G01011,Hariyana Ship Breakers Ltd.,526931,,
INE219D01012,HARIYANA VENTURES LIMITED,506024,,
INE544A01019,Harrisons  Malayalam Limited,500467,HARRMALAYA,
INE0JUS01029,Harsha Engineers International Limited,543600,HARSHA,
INE0OLZ01015,HARSHDEEP HORTICO LIMITED,544105,,
INE098E01026,HARSHIL AGROTECH LIMITED,505336,,
INE928H01019,Haryana Capfin Ltd.,532855,,
INE737G01016,Haryana Financial Corporation ltd.,530927,,
INE681F01018,Haryana Leather Chemicals Ltd.,524080,,
INE888Q01016,Has Lifestyle Limited,780014,,
INE671D01014,Hasti Finance Ltd.,531387,,
INE525B01016,Hathway Bhawani Cabletel & Datacom,509073,,
INE982F01036,Hathway Cable & Datacom Limited,533162,HATHWAY,
INE473B01035,Hatsun Agro Product Limited,531531,HATSUN,Hatsun Agro Products Ltd.
INE176B01034,Havells India Limited,517354,HAVELLS,
INE230I01018,Hawa Engineers ltd.,539176,,
INE979B01015,Hawkins Cookers Limited,508486,HAWKINCOOK,Hawkins Cooker Ltd.
INE550F01049,Hazoor Multi Projects Limited,532467,,
INE640B01021,HB Estate Developers Limited,532334,HBESD,
INE549B01016,HB Leasing & Finance Co. Ltd.,508956,,
INE638B01025,HB Portfolio Ltd.,532333,,
INE550B01022,HB Stockholdings Limited,532216,HBSL,
INE977M01024,HBG HOTELS LIMITED,537839,,
INE292B01021,HBL Engineering Limited,517271,HBLENGINE,
INE345Q01017,HCKK Ventures Limited,539224,,
INE236A01020,HCL Infosystems Limited,500179,HCL-INSYS,
INE860A01027,HCL Technologies Limited,532281,HCLTECH,
INE136C01044,HCP PLASTENE BULKPACK LIMITED,526717,,
INE756I01012,HDB Financial Services Limited,544429,HDBFS,
INE127D01025,HDFC Asset Management Company Limited,541729,HDFCAMC,
INE040A01034,HDFC Bank Limited,500180,HDFCBANK,
INE795G01014,HDFC Life Insurance Company Limited,540777,HDFCLIFE,
INF179KC1965,HDFC Mutual Fund,539516,,
INF179KC1HX2,HDFC Mutual Fund,539517,,
INF179KC1HY0,HDFC Mutual Fund,543224,,
INF179KC1HR4,HDFC Mutual Fund,543569,,
INF179KC1HS2,HDFC Mutual Fund,543570,,
INF179KC1DL6,HDFC Mutual Fund,543605,,
INF179KC1DJ0,HDFC Mutual Fund,543607,,
INF179KC1DK8,HDFC Mutual Fund,543608,,
INF179KC1HU8,HDFC Mutual Fund,543627,,
INF179KC1HV6,HDFC Mutual Fund,543628,,
INF179KC1IA8,HDFC Mutual Fund,543665,,
INF179KC1HZ7,HDFC Mutual Fund,543666,,
